topicId,split,topicText,topicTarget,topicSentiment,claims.claimId,claims.stance,claims.claimCorrectedText,claims.claimOriginalText,claims.Compatible,claims.claimTarget.text,claims.claimTarget.span.start,claims.claimTarget.span.end,claims.claimSentiment,claims.targetsRelation,char_length,word_count
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187454,PRO,"the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory","the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory",yes,Nuclear Weapon States monopolise the right to possess nuclear weapons,30.0,99.0,-1.0,-1.0,125,17
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187743,CON,more countries with nuclear weapons may increase the possibility of nuclear warfare,more countries with nuclear weapons may increase the possibility of nuclear warfare,yes,more countries with nuclear weapons,0.0,35.0,-1.0,1.0,83,12
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187744,PRO,The spread of nuclear weapons can increase international stability,the spread of nuclear weapons could increase international stability,yes,The spread of nuclear weapons,0.0,29.0,1.0,1.0,66,9
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187745,PRO,Nuclear proliferation will decrease the likelihood of war,it will decrease the likelihood of war,yes,Nuclear proliferation,0.0,21.0,1.0,1.0,57,8
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187746,CON,most states are not in a position to safely guard against nuclear use,most states are not in a position to safely guard against nuclear use,no,,,,,,69,13
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187748,PRO,The effective prohibition on nuclear proliferation has been characterised as a form of technological apartheid,The effective prohibition on nuclear proliferation has been characterised as a form of technological apartheid,yes,The effective prohibition on nuclear proliferation,0.0,50.0,-1.0,-1.0,110,15
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187886,PRO,the significance of nuclear weapons is purely to deter war,the significance of nuclear weapons is purely to deter war,yes,nuclear weapons,20.0,35.0,1.0,1.0,58,10
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187887,CON,The use of (or threat of use of) nuclear weapons would generally be contrary to the rules of international law applicable in armed conflict,would generally be contrary to the rules of international law applicable in armed conflict,yes,The use of (or threat of use of) nuclear weapons,0.0,48.0,-1.0,1.0,139,24
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187888,PRO,"unlike conventional weapons, nuclear weapons successfully deter all-out war between states","unlike conventional weapons, nuclear weapons successfully deter all-out war between states",yes,nuclear weapons,29.0,44.0,1.0,1.0,90,11
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187890,PRO,Nuclear disarmament would undermine deterrence,it would undermine deterrence,yes,Nuclear disarmament,0.0,19.0,-1.0,-1.0,46,5
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,187891,PRO,Nuclear disarmament could lead to increased global instability,could lead to increased global instability,yes,Nuclear disarmament,0.0,19.0,-1.0,-1.0,62,8
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,188060,PRO,"an inferior nuclear force, by virtue of its extreme destructive power, could deter a more powerful adversary","an inferior nuclear force, by virtue of its extreme destructive power, could deter a more powerful adversary",yes,an inferior nuclear force,0.0,25.0,1.0,1.0,108,17
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,188062,CON,Nuclear weapons have become a source of extreme risk,nuclear weapons had become a source of extreme risk,yes,Nuclear weapons,0.0,15.0,-1.0,1.0,52,9
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,188063,PRO,nuclear weapons are intended to deter other states from attacking,nuclear weapons are intended to deter other states from attacking,yes,nuclear weapons,0.0,15.0,1.0,1.0,65,10
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,188064,CON,Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself,Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself,yes,Nuclear weapons,0.0,15.0,-1.0,1.0,96,15
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,188073,CON,Extreme danger is intrinsic to nuclear war and the possession of nuclear weapons,extreme danger intrinsic to nuclear war and the possession of nuclear weapons,yes,the possession of nuclear weapons,47.0,80.0,-1.0,1.0,80,13
621,train,This house believes all nations have a right to nuclear weapons,all nations have a right to nuclear weapons,1,188075,CON,"with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous","with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous",yes,nuclear weapons more widely available,5.0,42.0,-1.0,1.0,107,13
